"","YEAR","NUMB_VEHC","CITY"
"11253",2015,2,"Boston"
"11254",2015,2,"Boston"
"11255",2015,4,"Boston"
"11256",2015,2,"Boston"
"11257",2015,2,"Boston"
"11258",2015,2,"Boston"
"11259",2015,2,"Boston"
"11260",2015,1,"Boston"
"11261",2015,3,"Boston"
"11262",2015,1,"Boston"
"11263",2015,2,"Boston"
"11264",2015,3,"Boston"
"11265",2015,3,"Boston"
"11266",2015,2,"Boston"
"11267",2015,2,"Boston"
"11268",2015,1,"Boston"
"11269",2015,2,"Boston"
"11270",2015,5,"Boston"
"11271",2015,2,"Boston"
"11272",2015,2,"Boston"
"11273",2015,2,"Boston"
"11274",2015,2,"Boston"
"11275",2015,2,"Boston"
"11276",2015,3,"Boston"
"11277",2015,2,"Boston"
"11278",2015,2,"Boston"
"11279",2015,1,"Boston"
"11280",2015,1,"Boston"
"11281",2015,2,"Boston"
"11282",2015,4,"Boston"
"11283",2015,1,"Boston"
"11284",2015,2,"Boston"
"11285",2015,2,"Boston"
"11286",2015,2,"Boston"
"11287",2015,1,"Boston"
"11288",2015,3,"Boston"
"11289",2015,2,"Boston"
"11290",2015,2,"Boston"
"11291",2015,3,"Boston"
"11292",2015,1,"Boston"
"11293",2015,2,"Boston"
"11294",2015,3,"Boston"
"11295",2015,2,"Boston"
"11296",2015,2,"Boston"
"11297",2015,1,"Boston"
"11298",2015,3,"Boston"
"11299",2015,2,"Boston"
"11300",2015,2,"Boston"
"11301",2015,2,"Boston"
"11302",2015,2,"Boston"
"11303",2015,2,"Boston"
"11304",2015,2,"Boston"
"11305",2015,4,"Boston"
"11306",2015,1,"Boston"
"11307",2015,2,"Boston"
"11308",2015,3,"Boston"
"11309",2015,2,"Boston"
"11310",2015,1,"Boston"
"11311",2015,3,"Boston"
"11312",2015,1,"Boston"
"11313",2015,1,"Boston"
"11314",2015,2,"Boston"
"11315",2015,2,"Boston"
"11316",2015,2,"Boston"
"11317",2015,4,"Boston"
"11318",2015,2,"Boston"
"11319",2015,3,"Boston"
"11320",2015,3,"Boston"
"11321",2015,2,"Boston"
"11322",2015,2,"Boston"
"11323",2015,1,"Boston"
"11324",2015,1,"Boston"
"11325",2015,2,"Boston"
"11326",2015,2,"Boston"
"11327",2015,2,"Boston"
"11328",2015,4,"Boston"
"11329",2015,2,"Boston"
"11330",2015,1,"Boston"
"11331",2015,2,"Boston"
"11332",2015,2,"Boston"
"11333",2015,2,"Boston"
"11334",2015,2,"Boston"
"11335",2015,2,"Boston"
"11336",2015,2,"Boston"
"11337",2015,2,"Boston"
"11338",2015,2,"Boston"
"11339",2015,2,"Boston"
"11340",2015,2,"Boston"
"11341",2015,1,"Boston"
"11342",2015,1,"Boston"
"11343",2015,2,"Boston"
"11344",2015,1,"Boston"
"11345",2015,1,"Boston"
"11346",2015,2,"Boston"
"11347",2015,2,"Boston"
"11348",2015,2,"Boston"
"11349",2015,1,"Boston"
"11350",2015,4,"Boston"
"11351",2015,1,"Boston"
"11352",2015,2,"Boston"
"11353",2015,3,"Boston"
"11354",2015,1,"Boston"
"11355",2015,2,"Boston"
"11356",2015,2,"Boston"
"11357",2015,2,"Boston"
"11358",2015,1,"Boston"
"11359",2015,1,"Boston"
"11360",2015,1,"Boston"
"11361",2015,1,"Boston"
"11362",2015,1,"Boston"
"11363",2015,2,"Boston"
"11364",2015,1,"Boston"
"11365",2015,1,"Boston"
"11366",2015,2,"Boston"
"11367",2015,2,"Boston"
"11368",2015,1,"Boston"
"11369",2015,2,"Boston"
"11370",2015,1,"Boston"
"11371",2015,2,"Boston"
"11372",2015,2,"Boston"
"11373",2015,2,"Boston"
"11374",2015,2,"Boston"
"11375",2015,2,"Boston"
"11376",2015,2,"Boston"
"11377",2015,2,"Boston"
"11378",2015,1,"Boston"
"11379",2015,2,"Boston"
"11380",2015,2,"Boston"
"11381",2015,1,"Boston"
"11382",2015,2,"Boston"
"11383",2015,2,"Boston"
"11384",2015,1,"Boston"
"11385",2015,2,"Boston"
"11386",2015,2,"Boston"
"11387",2015,3,"Boston"
"11388",2015,1,"Boston"
"11389",2015,1,"Boston"
"11390",2015,2,"Boston"
"11391",2015,1,"Boston"
"11392",2015,2,"Boston"
"11393",2015,1,"Boston"
"11394",2015,1,"Boston"
"11395",2015,1,"Boston"
"11396",2015,1,"Boston"
"11397",2015,2,"Boston"
"11398",2015,2,"Boston"
"11399",2015,1,"Boston"
"11400",2015,3,"Boston"
"11401",2015,2,"Boston"
"11402",2015,2,"Boston"
"11403",2015,2,"Boston"
"11404",2015,1,"Boston"
"11405",2015,2,"Boston"
"11406",2015,2,"Boston"
"11407",2015,2,"Boston"
"11408",2015,1,"Boston"
"11409",2015,2,"Boston"
"11410",2015,1,"Boston"
"11411",2015,2,"Boston"
"11412",2015,2,"Boston"
"11413",2015,1,"Boston"
"11414",2015,3,"Boston"
"11415",2015,2,"Boston"
"11416",2015,4,"Boston"
"11417",2015,4,"Boston"
"11418",2015,2,"Boston"
"11419",2015,1,"Boston"
"11420",2015,2,"Boston"
"11421",2015,2,"Boston"
"11422",2015,2,"Boston"
"11423",2015,2,"Boston"
"11424",2015,2,"Boston"
"11425",2015,2,"Boston"
"11426",2015,2,"Boston"
"11427",2015,3,"Boston"
"11428",2015,2,"Boston"
"11429",2015,3,"Boston"
"11430",2015,2,"Boston"
"11431",2015,1,"Boston"
"11432",2015,2,"Boston"
"11433",2015,1,"Boston"
"11434",2015,2,"Boston"
"11435",2015,2,"Boston"
"11436",2015,1,"Boston"
"11437",2015,2,"Boston"
"11438",2015,1,"Boston"
"11439",2015,2,"Boston"
"11440",2015,3,"Boston"
"11441",2015,1,"Boston"
"11442",2015,1,"Boston"
"11443",2015,1,"Boston"
"11444",2015,4,"Boston"
"11445",2015,2,"Boston"
"11446",2015,2,"Boston"
"11447",2015,3,"Boston"
"11448",2015,2,"Boston"
"11449",2015,2,"Boston"
"11450",2015,1,"Boston"
"11451",2015,2,"Boston"
"11452",2015,3,"Boston"
"11453",2015,3,"Boston"
"11454",2015,1,"Boston"
"11455",2015,2,"Boston"
"11456",2015,2,"Boston"
"11457",2015,3,"Boston"
"11458",2015,2,"Boston"
"11459",2015,1,"Boston"
"11460",2015,1,"Boston"
"11461",2015,1,"Boston"
"11462",2015,2,"Boston"
"11463",2015,2,"Boston"
"11464",2015,3,"Boston"
"11465",2015,1,"Boston"
"11466",2015,2,"Boston"
"11467",2015,2,"Boston"
"11468",2015,1,"Boston"
"11469",2015,2,"Boston"
"11470",2015,2,"Boston"
"11471",2015,2,"Boston"
"11472",2015,1,"Boston"
"11473",2015,1,"Boston"
"11474",2015,2,"Boston"
"11475",2015,4,"Boston"
"11476",2015,3,"Boston"
"11477",2015,2,"Boston"
"11478",2015,2,"Boston"
"11479",2015,5,"Boston"
"11480",2015,2,"Boston"
"11481",2015,3,"Boston"
"11482",2015,3,"Boston"
"11483",2015,1,"Boston"
"11484",2015,2,"Boston"
"11485",2015,4,"Boston"
"11486",2015,1,"Boston"
"11487",2015,2,"Boston"
"11488",2015,3,"Boston"
"11489",2015,2,"Boston"
"11490",2015,2,"Boston"
"11491",2015,4,"Boston"
"11492",2015,2,"Boston"
"11493",2015,1,"Boston"
"11494",2015,2,"Boston"
"11495",2015,2,"Boston"
"11496",2015,2,"Boston"
"11497",2015,2,"Boston"
"11498",2015,2,"Boston"
"11499",2015,1,"Boston"
"11500",2015,2,"Boston"
"11501",2015,1,"Boston"
"11502",2015,2,"Boston"
"11503",2015,1,"Boston"
"11504",2015,1,"Boston"
"11505",2015,2,"Boston"
"11506",2015,1,"Boston"
"11507",2015,1,"Boston"
"11508",2015,1,"Boston"
"11509",2015,2,"Boston"
"11510",2015,1,"Boston"
"11511",2015,2,"Boston"
"11512",2015,1,"Boston"
"11513",2015,2,"Boston"
"11514",2015,2,"Boston"
"11515",2015,3,"Boston"
"11516",2015,1,"Boston"
"11517",2015,2,"Boston"
"11518",2015,2,"Boston"
"11519",2015,2,"Boston"
"11520",2015,2,"Boston"
"11521",2015,2,"Boston"
"11522",2015,2,"Boston"
"11523",2015,2,"Boston"
"11524",2015,2,"Boston"
"11525",2015,2,"Boston"
"11526",2015,2,"Boston"
"11527",2015,1,"Boston"
"11528",2015,1,"Boston"
"11529",2015,1,"Boston"
"11530",2015,1,"Boston"
"11531",2015,2,"Boston"
"11532",2015,3,"Boston"
"11533",2015,2,"Boston"
"11534",2015,2,"Boston"
"11535",2015,2,"Boston"
"11536",2015,1,"Boston"
"11537",2015,3,"Boston"
"11538",2015,1,"Boston"
"11539",2015,2,"Boston"
"11540",2015,2,"Boston"
"11541",2015,2,"Boston"
"11542",2015,2,"Boston"
"11543",2015,2,"Boston"
"11544",2015,4,"Boston"
"11545",2015,2,"Boston"
"11546",2015,1,"Boston"
"11547",2015,1,"Boston"
"11548",2015,1,"Boston"
"11549",2015,2,"Boston"
"11550",2015,1,"Boston"
"11551",2015,2,"Boston"
"11552",2015,1,"Boston"
"11553",2015,2,"Boston"
"11554",2015,1,"Boston"
"11555",2015,2,"Boston"
"11556",2015,1,"Boston"
"11557",2015,2,"Boston"
"11558",2015,1,"Boston"
"11559",2015,1,"Boston"
"11560",2015,2,"Boston"
"11561",2015,2,"Boston"
"11562",2015,2,"Boston"
"11563",2015,4,"Boston"
"11564",2015,3,"Boston"
"11565",2015,2,"Boston"
"11566",2015,2,"Boston"
"11567",2015,1,"Boston"
"11568",2015,2,"Boston"
"11569",2015,2,"Boston"
"11570",2015,2,"Boston"
"11571",2015,2,"Boston"
"11572",2015,3,"Boston"
"11573",2015,6,"Boston"
"11574",2015,1,"Boston"
"11575",2015,2,"Boston"
"11576",2015,2,"Boston"
"11577",2015,2,"Boston"
"11578",2015,2,"Boston"
"11579",2015,2,"Boston"
"11580",2015,3,"Boston"
"11581",2015,2,"Boston"
"11582",2015,2,"Boston"
"11583",2015,2,"Boston"
"11584",2015,1,"Boston"
"11585",2015,2,"Boston"
"11586",2015,4,"Boston"
"11587",2015,3,"Boston"
"11588",2015,2,"Boston"
"11589",2015,2,"Boston"
"11590",2015,3,"Boston"
"11591",2015,2,"Boston"
"11592",2015,2,"Boston"
"11593",2015,3,"Boston"
"11594",2015,1,"Boston"
"11595",2015,2,"Boston"
"11596",2015,1,"Boston"
"11597",2015,2,"Boston"
"11598",2015,2,"Boston"
"11599",2015,1,"Boston"
"11600",2015,1,"Boston"
"11601",2015,2,"Boston"
"11602",2015,2,"Boston"
"11603",2015,2,"Boston"
"11604",2015,2,"Boston"
"11605",2015,1,"Boston"
"11606",2015,1,"Boston"
"11607",2015,1,"Boston"
"11608",2015,1,"Boston"
"11609",2015,2,"Boston"
"11610",2015,2,"Boston"
"11611",2015,2,"Boston"
"11612",2015,1,"Boston"
"11613",2015,1,"Boston"
"11614",2015,2,"Boston"
"11615",2015,1,"Boston"
"11616",2015,2,"Boston"
"11617",2015,2,"Boston"
"11618",2015,2,"Boston"
"11619",2015,2,"Boston"
"11620",2015,2,"Boston"
"11621",2015,2,"Boston"
"11622",2015,2,"Boston"
"11623",2015,2,"Boston"
"11624",2015,1,"Boston"
"11625",2015,1,"Boston"
"11626",2015,2,"Boston"
"11627",2015,1,"Boston"
"11628",2015,2,"Boston"
"11629",2015,2,"Boston"
"11630",2015,2,"Boston"
"11631",2015,1,"Boston"
"11632",2015,1,"Boston"
"11633",2015,1,"Boston"
"11634",2015,2,"Boston"
"11635",2015,2,"Boston"
"11636",2015,1,"Boston"
"11637",2015,2,"Boston"
"11638",2015,2,"Boston"
"11639",2015,2,"Boston"
"11640",2015,2,"Boston"
"11641",2015,2,"Boston"
"11642",2015,2,"Boston"
"11643",2015,2,"Boston"
"11644",2015,2,"Boston"
"11645",2015,1,"Boston"
"11646",2015,2,"Boston"
"11647",2015,2,"Boston"
"11648",2015,2,"Boston"
"11649",2015,2,"Boston"
"11650",2015,2,"Boston"
"11651",2015,2,"Boston"
"11652",2015,1,"Boston"
"11653",2015,2,"Boston"
"11654",2015,2,"Boston"
"11655",2015,2,"Boston"
"11656",2015,2,"Boston"
"11657",2015,2,"Boston"
"11658",2015,2,"Boston"
"11659",2015,2,"Boston"
"11660",2015,1,"Boston"
"11661",2015,3,"Boston"
"11662",2015,2,"Boston"
"11663",2015,2,"Boston"
"11664",2015,2,"Boston"
"11665",2015,2,"Boston"
"11666",2015,4,"Boston"
"11667",2015,1,"Boston"
"11668",2015,1,"Boston"
"11669",2015,2,"Boston"
"11670",2015,1,"Boston"
"11671",2015,2,"Boston"
"11672",2015,1,"Boston"
"11673",2015,2,"Boston"
"11674",2015,2,"Boston"
"11675",2015,2,"Boston"
"11676",2015,2,"Boston"
"11677",2015,2,"Boston"
"11678",2015,2,"Boston"
"11679",2015,2,"Boston"
"11680",2015,2,"Boston"
"11681",2015,2,"Boston"
"11682",2015,1,"Boston"
"11683",2015,2,"Boston"
"11684",2015,2,"Boston"
"11685",2015,2,"Boston"
"11686",2015,2,"Boston"
"11687",2015,2,"Boston"
"11688",2015,1,"Boston"
"11689",2015,1,"Boston"
"11690",2015,1,"Boston"
"11691",2015,1,"Boston"
"11692",2015,2,"Boston"
"11693",2015,1,"Boston"
"11694",2015,3,"Boston"
"11695",2015,2,"Boston"
"11696",2015,1,"Boston"
"11697",2015,2,"Boston"
"11698",2015,2,"Boston"
"11699",2015,1,"Boston"
"11700",2015,1,"Boston"
"11701",2015,2,"Boston"
"11702",2015,2,"Boston"
"11703",2015,1,"Boston"
"11704",2015,2,"Boston"
"11705",2015,2,"Boston"
"11706",2015,2,"Boston"
"11707",2015,2,"Boston"
"11708",2015,1,"Boston"
"11709",2015,1,"Boston"
"11710",2015,2,"Boston"
"11711",2015,1,"Boston"
"11712",2015,3,"Boston"
"11713",2015,1,"Boston"
"11714",2015,2,"Boston"
"11715",2015,2,"Boston"
"11716",2015,1,"Boston"
"11717",2015,2,"Boston"
"11718",2015,2,"Boston"
"11719",2015,2,"Boston"
"11720",2015,2,"Boston"
"11721",2015,1,"Boston"
"11722",2015,2,"Boston"
"11723",2015,2,"Boston"
"11724",2015,1,"Boston"
"11725",2015,2,"Boston"
"11726",2015,2,"Boston"
"11727",2015,1,"Boston"
"11728",2015,2,"Boston"
"11729",2015,2,"Boston"
"11730",2015,1,"Boston"
"11731",2015,3,"Boston"
"11732",2015,2,"Boston"
"11733",2015,2,"Boston"
"11734",2015,1,"Boston"
"11735",2015,4,"Boston"
"11736",2015,2,"Boston"
"11737",2015,2,"Boston"
"11738",2015,2,"Boston"
"11739",2015,1,"Boston"
"11740",2015,2,"Boston"
"11741",2015,3,"Boston"
"11742",2015,2,"Boston"
"11743",2015,1,"Boston"
"11744",2015,1,"Boston"
"11745",2015,1,"Boston"
"11746",2015,1,"Boston"
"11747",2015,2,"Boston"
"11748",2015,2,"Boston"
"11749",2015,2,"Boston"
"11750",2015,2,"Boston"
"11751",2015,4,"Boston"
"11752",2015,2,"Boston"
"11753",2015,2,"Boston"
"11754",2015,2,"Boston"
"11755",2015,4,"Boston"
"11756",2015,1,"Boston"
"11757",2015,2,"Boston"
"11758",2015,2,"Boston"
"11759",2015,2,"Boston"
"11760",2015,2,"Boston"
"11761",2015,2,"Boston"
"11762",2015,3,"Boston"
"11763",2015,3,"Boston"
"11764",2015,2,"Boston"
"11765",2015,3,"Boston"
"11766",2015,2,"Boston"
"11767",2015,2,"Boston"
"11768",2015,1,"Boston"
"11769",2015,1,"Boston"
"11770",2015,2,"Boston"
"11771",2015,2,"Boston"
"11772",2015,1,"Boston"
"11773",2015,2,"Boston"
"11774",2015,3,"Boston"
"11775",2015,2,"Boston"
"11776",2015,2,"Boston"
"11777",2015,1,"Boston"
"11778",2015,2,"Boston"
"11779",2015,1,"Boston"
"11780",2015,1,"Boston"
"11781",2015,2,"Boston"
"11782",2015,1,"Boston"
"11783",2015,2,"Boston"
"11784",2015,4,"Boston"
"11785",2015,3,"Boston"
"11786",2015,2,"Boston"
"11787",2015,1,"Boston"
"11788",2015,2,"Boston"
"11789",2015,1,"Boston"
"11790",2015,2,"Boston"
"11791",2016,4,"Boston"
"11792",2016,2,"Boston"
"11793",2016,2,"Boston"
"11794",2016,2,"Boston"
"11795",2016,2,"Boston"
"11796",2016,2,"Boston"
"11797",2016,3,"Boston"
"11798",2016,2,"Boston"
"11799",2016,1,"Boston"
"11800",2016,2,"Boston"
"11801",2016,2,"Boston"
"11802",2016,1,"Boston"
"11803",2016,2,"Boston"
"11804",2016,3,"Boston"
"11805",2016,2,"Boston"
"11806",2016,1,"Boston"
"11807",2016,2,"Boston"
"11808",2016,2,"Boston"
"11809",2016,1,"Boston"
"11810",2016,2,"Boston"
"11811",2016,3,"Boston"
"11812",2016,2,"Boston"
"11813",2016,2,"Boston"
"11814",2016,4,"Boston"
"11815",2016,2,"Boston"
"11816",2016,1,"Boston"
"11817",2016,2,"Boston"
"11818",2016,2,"Boston"
"11819",2016,2,"Boston"
"11820",2016,2,"Boston"
"11821",2016,2,"Boston"
"11822",2016,2,"Boston"
"11823",2016,2,"Boston"
"11824",2016,2,"Boston"
"11825",2016,1,"Boston"
"11826",2016,2,"Boston"
"11827",2016,1,"Boston"
"11828",2016,2,"Boston"
"11829",2016,2,"Boston"
"11830",2016,1,"Boston"
"11831",2016,2,"Boston"
"11832",2016,2,"Boston"
"11833",2016,2,"Boston"
"11834",2016,2,"Boston"
"11835",2016,2,"Boston"
"11836",2016,1,"Boston"
"11837",2016,2,"Boston"
"11838",2016,1,"Boston"
"11839",2016,2,"Boston"
"11840",2016,1,"Boston"
"11841",2016,2,"Boston"
"11842",2016,2,"Boston"
"11843",2016,2,"Boston"
"11844",2016,2,"Boston"
"11845",2016,2,"Boston"
"11846",2016,3,"Boston"
"11847",2016,3,"Boston"
"11848",2016,2,"Boston"
"11849",2016,1,"Boston"
"11850",2016,2,"Boston"
"11851",2016,2,"Boston"
"11852",2016,3,"Boston"
"11853",2016,2,"Boston"
"11854",2016,1,"Boston"
"11855",2016,2,"Boston"
"11856",2016,2,"Boston"
"11857",2016,2,"Boston"
"11858",2016,1,"Boston"
"11859",2016,2,"Boston"
"11860",2016,2,"Boston"
"11861",2016,2,"Boston"
"11862",2016,2,"Boston"
"11863",2016,2,"Boston"
"11864",2016,2,"Boston"
"11865",2016,4,"Boston"
"11866",2016,3,"Boston"
"11867",2016,2,"Boston"
"11868",2016,5,"Boston"
"11869",2016,2,"Boston"
"11870",2016,3,"Boston"
"11871",2016,1,"Boston"
"11872",2016,2,"Boston"
"11873",2016,2,"Boston"
"11874",2016,1,"Boston"
"11875",2016,2,"Boston"
"11876",2016,2,"Boston"
"11877",2016,2,"Boston"
"11878",2016,3,"Boston"
"11879",2016,2,"Boston"
"11880",2016,2,"Boston"
"11881",2016,1,"Boston"
"11882",2016,1,"Boston"
"11883",2016,2,"Boston"
"11884",2016,3,"Boston"
"11885",2016,2,"Boston"
"11886",2016,2,"Boston"
"11887",2016,2,"Boston"
"11888",2016,2,"Boston"
"11889",2016,3,"Boston"
"11890",2016,1,"Boston"
"11891",2016,2,"Boston"
"11892",2016,2,"Boston"
"11893",2016,1,"Boston"
"11894",2016,1,"Boston"
"11895",2016,1,"Boston"
"11896",2016,2,"Boston"
"11897",2016,1,"Boston"
"11898",2016,2,"Boston"
"11899",2016,2,"Boston"
"11900",2016,3,"Boston"
"11901",2016,3,"Boston"
"11902",2016,1,"Boston"
"11903",2016,1,"Boston"
"11904",2016,1,"Boston"
"11905",2016,2,"Boston"
"11906",2016,1,"Boston"
"11907",2016,2,"Boston"
"11908",2016,1,"Boston"
"11909",2016,1,"Boston"
"11910",2016,4,"Boston"
"11911",2016,2,"Boston"
"11912",2016,2,"Boston"
"11913",2016,1,"Boston"
"11914",2016,3,"Boston"
"11915",2016,2,"Boston"
"11916",2016,2,"Boston"
"11917",2016,2,"Boston"
"11918",2016,4,"Boston"
"11919",2016,1,"Boston"
"11920",2016,1,"Boston"
"11921",2016,3,"Boston"
"11922",2016,1,"Boston"
"11923",2016,2,"Boston"
"11924",2016,2,"Boston"
"11925",2016,3,"Boston"
"11926",2016,3,"Boston"
"11927",2016,3,"Boston"
"11928",2016,3,"Boston"
"11929",2016,3,"Boston"
"11930",2016,2,"Boston"
"11931",2016,2,"Boston"
"11932",2016,2,"Boston"
"11933",2016,3,"Boston"
"11934",2016,2,"Boston"
"11935",2016,3,"Boston"
"11936",2016,2,"Boston"
"11937",2016,2,"Boston"
"11938",2016,1,"Boston"
"11939",2016,2,"Boston"
"11940",2016,2,"Boston"
"11941",2016,3,"Boston"
"11942",2016,2,"Boston"
"11943",2016,1,"Boston"
"11944",2016,2,"Boston"
"11945",2016,2,"Boston"
"11946",2016,2,"Boston"
"11947",2016,1,"Boston"
"11948",2016,1,"Boston"
"11949",2016,2,"Boston"
"11950",2016,3,"Boston"
"11951",2016,2,"Boston"
"11952",2016,2,"Boston"
"11953",2016,2,"Boston"
"11954",2016,2,"Boston"
"11955",2016,3,"Boston"
"11956",2016,2,"Boston"
"11957",2016,2,"Boston"
"11958",2016,2,"Boston"
"11959",2016,1,"Boston"
"11960",2016,1,"Boston"
"11961",2016,4,"Boston"
"11962",2016,1,"Boston"
"11963",2016,2,"Boston"
"11964",2016,1,"Boston"
"11965",2016,2,"Boston"
"11966",2016,1,"Boston"
"11967",2016,2,"Boston"
"11968",2016,1,"Boston"
"11969",2016,2,"Boston"
"11970",2016,2,"Boston"
"11971",2016,2,"Boston"
"11972",2016,2,"Boston"
"11973",2016,2,"Boston"
"11974",2016,2,"Boston"
"11975",2016,1,"Boston"
"11976",2016,2,"Boston"
"11977",2016,2,"Boston"
"11978",2016,1,"Boston"
"11979",2016,2,"Boston"
"11980",2016,2,"Boston"
"11981",2016,2,"Boston"
"11982",2016,1,"Boston"
"11983",2016,2,"Boston"
"11984",2016,2,"Boston"
"11985",2016,2,"Boston"
"11986",2016,2,"Boston"
"11987",2016,2,"Boston"
"11988",2016,2,"Boston"
"11989",2016,2,"Boston"
"11990",2016,2,"Boston"
"11991",2016,2,"Boston"
"11992",2016,1,"Boston"
"11993",2016,1,"Boston"
"11994",2016,2,"Boston"
"11995",2016,2,"Boston"
"11996",2016,4,"Boston"
"11997",2016,2,"Boston"
"11998",2016,1,"Boston"
"11999",2016,4,"Boston"
"12000",2016,3,"Boston"
"12001",2016,2,"Boston"
"12002",2016,2,"Boston"
"12003",2016,2,"Boston"
"12004",2016,2,"Boston"
"12005",2016,2,"Boston"
"12006",2016,3,"Boston"
"12007",2016,1,"Boston"
"12008",2016,3,"Boston"
"12009",2016,2,"Boston"
"12010",2016,2,"Boston"
"12011",2016,3,"Boston"
"12012",2016,2,"Boston"
"12013",2016,3,"Boston"
"12014",2016,3,"Boston"
"12015",2016,2,"Boston"
"12016",2016,2,"Boston"
"12017",2016,2,"Boston"
"12018",2016,2,"Boston"
"12019",2016,2,"Boston"
"12020",2016,2,"Boston"
"12021",2016,2,"Boston"
"12022",2016,1,"Boston"
"12023",2016,2,"Boston"
"12024",2016,2,"Boston"
"12025",2016,2,"Boston"
"12026",2016,2,"Boston"
"12027",2016,2,"Boston"
"12028",2016,2,"Boston"
"12029",2016,1,"Boston"
"12030",2016,3,"Boston"
"12031",2016,1,"Boston"
"12032",2016,2,"Boston"
"12033",2016,1,"Boston"
"12034",2016,1,"Boston"
"12035",2016,1,"Boston"
"12036",2016,1,"Boston"
"12037",2016,1,"Boston"
"12038",2016,2,"Boston"
"12039",2016,3,"Boston"
"12040",2016,1,"Boston"
"12041",2016,1,"Boston"
"12042",2016,2,"Boston"
"12043",2016,3,"Boston"
"12044",2016,2,"Boston"
"12045",2016,2,"Boston"
"12046",2016,2,"Boston"
"12047",2016,2,"Boston"
"12048",2016,3,"Boston"
"12049",2016,1,"Boston"
"12050",2016,2,"Boston"
"12051",2016,2,"Boston"
"12052",2016,1,"Boston"
"12053",2016,2,"Boston"
"12054",2016,1,"Boston"
"12055",2016,2,"Boston"
"12056",2016,2,"Boston"
"12057",2016,2,"Boston"
"12058",2016,1,"Boston"
"12059",2016,3,"Boston"
"12060",2016,3,"Boston"
"12061",2016,2,"Boston"
"12062",2016,1,"Boston"
"12063",2016,2,"Boston"
"12064",2016,3,"Boston"
"12065",2016,2,"Boston"
"12066",2016,2,"Boston"
"12067",2016,2,"Boston"
"12068",2016,2,"Boston"
"12069",2016,1,"Boston"
"12070",2016,2,"Boston"
"12071",2016,2,"Boston"
"12072",2016,2,"Boston"
"12073",2016,2,"Boston"
"12074",2016,2,"Boston"
"12075",2016,2,"Boston"
"12076",2016,2,"Boston"
"12077",2016,2,"Boston"
"12078",2016,5,"Boston"
"12079",2016,2,"Boston"
"12080",2016,1,"Boston"
"12081",2016,1,"Boston"
"12082",2016,2,"Boston"
"12083",2016,1,"Boston"
"12084",2016,2,"Boston"
"12085",2016,2,"Boston"
"12086",2016,2,"Boston"
"12087",2016,2,"Boston"
"12088",2016,2,"Boston"
"12089",2016,2,"Boston"
"12090",2016,2,"Boston"
"12091",2016,2,"Boston"
"12092",2016,2,"Boston"
"12093",2016,1,"Boston"
"12094",2016,1,"Boston"
"12095",2016,2,"Boston"
"12096",2016,1,"Boston"
"12097",2016,1,"Boston"
"12098",2016,1,"Boston"
"12099",2016,1,"Boston"
"12100",2016,2,"Boston"
"12101",2016,2,"Boston"
"12102",2016,1,"Boston"
"12103",2016,2,"Boston"
"12104",2016,2,"Boston"
"12105",2016,3,"Boston"
"12106",2016,2,"Boston"
"12107",2016,2,"Boston"
"12108",2016,2,"Boston"
"12109",2016,2,"Boston"
"12110",2016,3,"Boston"
"12111",2016,2,"Boston"
"12112",2016,1,"Boston"
"12113",2016,1,"Boston"
"12114",2016,2,"Boston"
"12115",2016,2,"Boston"
"12116",2016,2,"Boston"
"12117",2016,2,"Boston"
"12118",2016,2,"Boston"
"12119",2016,1,"Boston"
"12120",2016,2,"Boston"
"12121",2016,2,"Boston"
"12122",2016,2,"Boston"
"12123",2016,2,"Boston"
"12124",2016,2,"Boston"
"12125",2016,2,"Boston"
"12126",2016,1,"Boston"
"12127",2016,2,"Boston"
"12128",2016,2,"Boston"
"12129",2016,2,"Boston"
"12130",2016,2,"Boston"
"12131",2016,2,"Boston"
"12132",2016,2,"Boston"
"12133",2016,2,"Boston"
"12134",2016,1,"Boston"
"12135",2016,3,"Boston"
"12136",2016,2,"Boston"
"12137",2016,2,"Boston"
"12138",2016,2,"Boston"
"12139",2016,4,"Boston"
"12140",2016,2,"Boston"
"12141",2016,2,"Boston"
"12142",2016,2,"Boston"
"12143",2016,3,"Boston"
"12144",2016,2,"Boston"
"12145",2016,3,"Boston"
"12146",2016,6,"Boston"
"12147",2016,1,"Boston"
"12148",2016,2,"Boston"
"12149",2016,3,"Boston"
"12150",2016,4,"Boston"
"12151",2016,5,"Boston"
"12152",2016,1,"Boston"
"12153",2016,2,"Boston"
"12154",2016,3,"Boston"
"12155",2016,1,"Boston"
"12156",2016,2,"Boston"
"12157",2016,2,"Boston"
"12158",2016,2,"Boston"
"12159",2016,2,"Boston"
"12160",2016,2,"Boston"
"12161",2016,2,"Boston"
"12162",2016,1,"Boston"
"12163",2016,2,"Boston"
"12164",2016,3,"Boston"
"12165",2016,3,"Boston"
"12166",2016,1,"Boston"
"12167",2016,1,"Boston"
"12168",2016,4,"Boston"
"12169",2016,2,"Boston"
"12170",2016,3,"Boston"
"12171",2016,2,"Boston"
"12172",2016,2,"Boston"
"12173",2016,1,"Boston"
"12174",2016,2,"Boston"
"12175",2016,2,"Boston"
"12176",2016,2,"Boston"
"12177",2016,4,"Boston"
"12178",2016,3,"Boston"
"12179",2016,2,"Boston"
"12180",2016,1,"Boston"
"12181",2016,2,"Boston"
"12182",2016,3,"Boston"
"12183",2016,1,"Boston"
